Symbol,Name Company,cafef_exchange,vietstock_exchange,nganh
NVP,CÔNG TY CỔ PHẦN NƯỚC SẠCH VĨNH PHÚC,UPCOM,UPCOM,"NGÀNH: TIỆN ÍCH/ NƯỚC, CHẤT THẢI VÀ CÁC HỆ THỐNG KHÁC/ HỆ THỐNG THỦY LỢI VÀ CUNG CẤP NƯỚC"
NVT,CÔNG TY CỔ PHẦN BẤT ĐỘNG SẢN DU LỊCH NINH VÂN BAY,HSX,HOSE,NGÀNH: DỊCH VỤ LƯU TRÚ VÀ ĂN UỐNG/ KHÁCH SẠN VÀ PHÒNG Ở/ CHỖ Ở CHO KHÁCH DU LỊCH
NWT,CÔNG TY CỔ PHẦN VẬN TẢI NEWWAY,UPCOM,UPCOM,NGÀNH: VẬN TẢI VÀ KHO BÃI/ VẬN CHUYỂN DU LỊCH/ VẬN CHUYỂN DU LỊCH BẰNG ĐƯỜNG BỘ
NXT,CÔNG TY CỔ PHẦN SẢN XUẤT VÀ CUNG ỨNG VẬT LIỆU XÂY DỰNG KON TUM,UPCOM,UPCOM,"NGÀNH: BÁN LẺ/ KINH DOANH VẬT LIỆU XÂY DỰNG, TRANG THIẾT BỊ LÀM VƯỜN/ KINH DOANH VẬT LIỆU XÂY DỰNG VÀ VẬT TƯ LIÊN QUAN"
OCH,CÔNG TY CỔ PHẦN ONE CAPITAL HOSPITALITY,HNX,HNX,NGÀNH: DỊCH VỤ LƯU TRÚ VÀ ĂN UỐNG/ KHÁCH SẠN VÀ PHÒNG Ở/ CHỖ Ở CHO KHÁCH DU LỊCH
ODE,CÔNG TY CỔ PHẦN TẬP ĐOÀN TRUYỀN THÔNG VÀ GIẢI TRÍ ODE,UPCOM,UPCOM,"NGÀNH: DỊCH VỤ CHUYÊN MÔN, KHOA HỌC VÀ CÔNG NGHỆ/ QUẢNG CÁO, QUAN HỆ CÔNG CHÚNG VÀ DỊCH VỤ LIÊN QUAN/ CÁC DỊCH VỤ KHÁC LIÊN QUAN ĐẾN QUẢNG CÁO"
OIL,TỔNG CÔNG TY DẦU VIỆT NAM - CÔNG TY CỔ PHẦN,UPCOM,UPCOM,NGÀNH: BÁN BUÔN/ BÁN BUÔN HÀNG TIÊU DÙNG/ BÁN BUÔN DẦU VÀ CÁC SẢN PHẨM DẦU KHÍ
OLC,CÔNG TY CỔ PHẦN XÂY DỰNG DỊCH VỤ VÀ HỢP TÁC LAO ĐỘNG,UPCOM,OTC,"NGÀNH: XÂY DỰNG VÀ BẤT ĐỘNG SẢN/ XÂY DỰNG NHÀ CỬA, CAO ỐC/ XÂY DỰNG NHÀ CỬA, CAO ỐC"
ONE,CÔNG TY CỔ PHẦN TRUYỀN THÔNG SỐ 1,HNX,HNX,NGÀNH: CÔNG NGHỆ VÀ THÔNG TIN/ VIỄN THÔNG/ CÁC LOẠI HÌNH VIỄN THÔNG KHÁC
ONW,CÔNG TY CỔ PHẦN DỊCH VỤ MỘT THẾ GIỚI,UPCOM,UPCOM,"NGÀNH: DỊCH VỤ CHUYÊN MÔN, KHOA HỌC VÀ CÔNG NGHỆ/ THIẾT KẾ HỆ THỐNG MÁY TÍNH VÀ DỊCH VỤ LIÊN QUAN/ DỊCH VỤ LẬP TRÌNH MÁY TÍNH"
OPC,CÔNG TY CỔ PHẦN DƯỢC PHẨM OPC,HSX,HOSE,"NGÀNH: SẢN XUẤT/ SẢN XUẤT HÓA CHẤT, DƯỢC PHẨM/ SẢN XUẤT THUỐC VÀ DƯỢC PHẨM"
ORC,CTCP BÁN LẺ VÀ QUẢN LÝ BẤT ĐỘNG SẢN ĐẠI DƯƠNG,,OTC,NGÀNH: BÁN LẺ/ CỬA HÀNG ĐỒ NỘI THẤT VÀ ĐỒ DÙNG GIA ĐÌNH/ CỬA HÀNG ĐỒ NỘI THẤT
OTG,CÔNG TY CỔ PHẦN OTRAN LOGISTICS,OTC,OTC,0
PAC,CÔNG TY CỔ PHẦN PIN ẮC QUY MIỀN NAM,HSX,HOSE,"NGÀNH: SẢN XUẤT/ SẢN XUẤT TRANG THIẾT BỊ, DỤNG CỤ ĐIỆN/ SẢN XUẤT CÁC THIẾT BỊ ĐIỆN VÀ DỤNG CỤ KHÁC"
PAI,"CÔNG TY CỔ PHẦN CÔNG NGHỆ THÔNG TIN, VIỄN THÔNG VÀ TỰ ĐỘNG HÓA DẦU KHÍ",UPCOM,UPCOM,NGÀNH: CÔNG NGHỆ VÀ THÔNG TIN/ CÁC DỊCH VỤ THÔNG TIN KHÁC/ CÁC DỊCH VỤ THÔNG TIN KHÁC
PAN,CÔNG TY CỔ PHẦN TẬP ĐOÀN PAN,HSX,HOSE,NGÀNH: SẢN XUẤT/ SẢN XUẤT THỰC PHẨM/ SẢN XUẤT CÁC LOẠI THỰC PHẨM KHÁC
PAP,CÔNG TY CỔ PHẦN DẦU KHÍ ĐẦU TƯ KHAI THÁC CẢNG PHƯỚC AN,UPCOM,UPCOM,NGÀNH: VẬN TẢI VÀ KHO BÃI/ HỖ TRỢ VẬN TẢI/ HOẠT ĐỘNG HỖ TRỢ VẬN TẢI ĐƯỜNG THỦY
PAS,CÔNG TY CỔ PHẦN QUỐC TẾ PHƯƠNG ANH,UPCOM,UPCOM,NGÀNH: SẢN XUẤT/ SẢN XUẤT CÁC SẢN PHẨM KIM LOẠI CƠ BẢN/ SẢN XUẤT SẢN PHẨM THÉP TỪ NGUYÊN LIỆU THU MUA
PAT,CÔNG TY CỔ PHẦN PHỐT PHO APATIT VIỆT NAM,,,0
PBC,CÔNG TY CỔ PHẦN DƯỢC PHẨM TRUNG ƯƠNG I-PHARBACO,UPCOM,UPCOM,"NGÀNH: SẢN XUẤT/ SẢN XUẤT HÓA CHẤT, DƯỢC PHẨM/ SẢN XUẤT THUỐC VÀ DƯỢC PHẨM"
PBK,CÔNG TY CỔ PHẦN ĐIỆN LỰC DẦU KHÍ BẮC KẠN,UPCOM,OTC,"NGÀNH: TIỆN ÍCH/ PHÁT, TRUYỀN TẢI VÀ PHÂN PHỐI ĐIỆN NĂNG/ PHÁT ĐIỆN"
PBP,CÔNG TY CỔ PHẦN BAO BÌ DẦU KHÍ VIỆT NAM,HNX,HNX,NGÀNH: SẢN XUẤT/ SẢN XUẤT CÁC SẢN PHẨM NHỰA VÀ CAO SU/ SẢN XUẤT CÁC SẢN PHẨM NHỰA
PBT,CÔNG TY CỔ PHẦN NHÀ VÀ THƯƠNG MẠI DẦU KHÍ,UPCOM,UPCOM,NGÀNH: SẢN XUẤT/ SẢN XUẤT CÁC SẢN PHẨM NHỰA VÀ CAO SU/ SẢN XUẤT CÁC SẢN PHẨM NHỰA
PC1,CÔNG TY CỔ PHẦN TẬP ĐOÀN PC1,HSX,HOSE,NGÀNH: XÂY DỰNG VÀ BẤT ĐỘNG SẢN/ XÂY DỰNG CÔNG NGHIỆP NẶNG VÀ DÂN DỤNG/ XÂY DỰNG HỆ THỐNG TIỆN ÍCH
PCC,CÔNG TY CỔ PHẦN TẬP ĐOÀN XÂY LẮP 1 - PETROLIMEX,UPCOM,UPCOM,NGÀNH: XÂY DỰNG VÀ BẤT ĐỘNG SẢN/ XÂY DỰNG CÔNG NGHIỆP NẶNG VÀ DÂN DỤNG/ XÂY DỰNG CÔNG NGHIỆP NẶNG VÀ DÂN DỤNG KHÁC
PCE,CÔNG TY CỔ PHẦN PHÂN BÓN VÀ HÓA CHẤT DẦU KHÍ MIỀN TRUNG,HNX,HNX,"NGÀNH: SẢN XUẤT/ SẢN XUẤT HÓA CHẤT, DƯỢC PHẨM/ SẢN XUẤT THUỐC TRỪ SÂU, PHÂN BÓN VÀ CÁC LOẠI HÓA CHẤT NÔNG NGHIỆP "
PCF,CÔNG TY CỔ PHẦN CÀ PHÊ PETEC,UPCOM,UPCOM,NGÀNH: BÁN BUÔN/ BÁN BUÔN HÀNG TIÊU DÙNG/ BÁN BUÔN CÁC MẶT HÀNG TIÊU DÙNG KHÁC
PCG,CÔNG TY CỔ PHẦN ĐẦU TƯ PHÁT TRIỂN GAS ĐÔ THỊ,HNX,HNX,NGÀNH: TIỆN ÍCH/ PHÂN PHỐI KHÍ ĐỐT THIÊN NHIÊN/ PHÂN PHỐI KHÍ ĐỐT THIÊN NHIÊN
PCH,CÔNG TY CỔ PHẦN NHỰA PICOMAT,,,0
PCM,CÔNG TY CỔ PHẦN VẬT LIỆU XÂY DỰNG BƯU ĐIỆN,UPCOM,UPCOM,"NGÀNH: SẢN XUẤT/ SẢN XUẤT CÁC SẢN PHẨM ĐIỆN TỬ, VI TÍNH/ SẢN XUẤT THIẾT BỊ TRUYỀN THÔNG"
PCN,CÔNG TY CỔ PHẦN HÓA PHẨM DẦU KHÍ DMC – MIỀN BẮC,UPCOM,UPCOM,NGÀNH: BÁN BUÔN/ BÁN BUÔN HÀNG TIÊU DÙNG/ BÁN BUÔN HÓA CHẤT VÀ CÁC SẢN PHẨM LIÊN QUAN
PCT,CTCP VẬN TẢI KHÍ VÀ HÓA CHẤT VIỆT NAM,HNX,HNX,NGÀNH: BÁN BUÔN/ BÁN BUÔN HÀNG TIÊU DÙNG/ BÁN BUÔN DẦU VÀ CÁC SẢN PHẨM DẦU KHÍ
PDB,CÔNG TY CỔ PHẦN TẬP ĐOÀN ĐẦU TƯ DIN CAPITAL,HNX,HNX,NGÀNH: SẢN XUẤT/ SẢN XUẤT SẢN PHẨM KHOÁNG CHẤT PHI KIM/ SẢN XUẤT XI MĂNG VÀ CÁC SẢN PHẨM BÊ TÔNG
PDC,CÔNG TY CỔ PHẦN DU LỊCH DẦU KHÍ PHƯƠNG ĐÔNG,HNX,HNX,NGÀNH: DỊCH VỤ LƯU TRÚ VÀ ĂN UỐNG/ KHÁCH SẠN VÀ PHÒNG Ở/ CHỖ Ở CHO KHÁCH DU LỊCH
PDN,CÔNG TY CỔ PHẦN CẢNG ĐỒNG NAI,HSX,HOSE,NGÀNH: VẬN TẢI VÀ KHO BÃI/ HỖ TRỢ VẬN TẢI/ HOẠT ĐỘNG HỖ TRỢ VẬN TẢI ĐƯỜNG THỦY
PDR,CTCP PHÁT TRIỂN BẤT ĐỘNG SẢN PHÁT ĐẠT,HSX,HOSE,NGÀNH: XÂY DỰNG VÀ BẤT ĐỘNG SẢN/ PHÁT TRIỂN BẤT ĐỘNG SẢN/ PHÁT TRIỂN BẤT ĐỘNG SẢN
PDT,CÔNG TY CỔ PHẦN THƯƠNG MẠI DẦU KHÍ ĐỒNG THÁP,UPCOM,OTC,NGÀNH: BÁN LẺ/ TRẠM XĂNG/ CÁC TRẠM XĂNG KHÁC
PDV,CÔNG TY CỔ PHẦN VẬN TẢI VÀ TIẾP VẬN PHƯƠNG ĐÔNG VIỆT,UPCOM,UPCOM,NGÀNH: VẬN TẢI VÀ KHO BÃI/ HỖ TRỢ VẬN TẢI/ HOẠT ĐỘNG HỖ TRỢ VẬN TẢI ĐƯỜNG THỦY
PEC,CÔNG TY CỔ PHẦN CƠ KHÍ ĐIỆN LỰC,UPCOM,UPCOM,NGÀNH: SẢN XUẤT/ SẢN XUẤT SẢN PHẨM KIM LOẠI TỔNG HỢP/ SẢN XUẤT KIẾN TRÚC VÀ KẾT CẤU KIM LOẠI
PEG,TỔNG CÔNG TY THƯƠNG MẠI KỸ THUẬT VÀ ĐẦU TƯ - CÔNG TY CỔ PHẦN,UPCOM,UPCOM,NGÀNH: BÁN BUÔN/ BÁN BUÔN HÀNG TIÊU DÙNG/ BÁN BUÔN DẦU VÀ CÁC SẢN PHẨM DẦU KHÍ
PEN,CÔNG TY CỔ PHẦN XÂY LẮP III PETROLIMEX,HNX,HNX,NGÀNH: XÂY DỰNG VÀ BẤT ĐỘNG SẢN/ XÂY DỰNG CÔNG NGHIỆP NẶNG VÀ DÂN DỤNG/ XÂY DỰNG CÔNG NGHIỆP NẶNG VÀ DÂN DỤNG KHÁC
PEQ,CÔNG TY CỔ PHẦN THIẾT BỊ XĂNG DẦU PETROLIMEX,UPCOM,UPCOM,NGÀNH: BÁN LẺ/ CỬA HÀNG ĐỒ NỘI THẤT VÀ ĐỒ DÙNG GIA ĐÌNH/ CỬA HÀNG ĐỒ NỘI THẤT
PET,TỔNG CÔNG TY CỔ PHẦN DỊCH VỤ TỔNG HỢP DẦU KHÍ,HSX,HOSE,"NGÀNH: BÁN BUÔN/ BÁN BUÔN HÀNG LÂU BỀN/ BÁN BUÔN CÁC MẶT HÀNG ĐIỆN, ĐIỆN TỬ"
PFL,CÔNG TY CỔ PHẦN DẦU KHÍ ĐÔNG ĐÔ,UPCOM,UPCOM,NGÀNH: XÂY DỰNG VÀ BẤT ĐỘNG SẢN/ XÂY DỰNG CÔNG NGHIỆP NẶNG VÀ DÂN DỤNG/ XÂY DỰNG CÔNG NGHIỆP NẶNG VÀ DÂN DỤNG KHÁC
PFV,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ THƯƠNG MẠI PFV,UPCOM,OTC,NGÀNH: XÂY DỰNG VÀ BẤT ĐỘNG SẢN/ BẤT ĐỘNG SẢN / CHO THUÊ BẤT ĐỘNG SẢN
PGC,TỔNG CÔNG TY GAS PETROLIMEX - CTCP,HSX,HOSE,NGÀNH: TIỆN ÍCH/ PHÂN PHỐI KHÍ ĐỐT THIÊN NHIÊN/ PHÂN PHỐI KHÍ ĐỐT THIÊN NHIÊN
PGD,CÔNG TY CP PHÂN PHỐI KHÍ THẤP ÁP DẦU KHÍ VIỆT NAM,HSX,HOSE,NGÀNH: TIỆN ÍCH/ PHÂN PHỐI KHÍ ĐỐT THIÊN NHIÊN/ PHÂN PHỐI KHÍ ĐỐT THIÊN NHIÊN
PGN,CÔNG TY CỔ PHẦN PHỤ GIA NHỰA,HNX,HNX,"NGÀNH: SẢN XUẤT/ SẢN XUẤT HÓA CHẤT, DƯỢC PHẨM/ SẢN XUẤT CÁC SẢN PHẨM HÓA CHẤT KHÁC"
PGS,CÔNG TY CỔ PHẦN KINH DOANH KHÍ MIỀN NAM,HNX,HNX,NGÀNH: TIỆN ÍCH/ PHÂN PHỐI KHÍ ĐỐT THIÊN NHIÊN/ PHÂN PHỐI KHÍ ĐỐT THIÊN NHIÊN
PGT,CÔNG TY CỔ PHẦN PGT HOLDINGS,HNX,HNX,NGÀNH: VẬN TẢI VÀ KHO BÃI/ VẬN TẢI TRUNG CHUYỂN VÀ VẬN TẢI HÀNH KHÁCH BẰNG ĐƯỜNG BỘ/ DỊCH VỤ TAXI
PGV,TỔNG CÔNG TY PHÁT ĐIỆN 3 - CÔNG TY CỔ PHẦN,HSX,HOSE,"NGÀNH: TIỆN ÍCH/ PHÁT, TRUYỀN TẢI VÀ PHÂN PHỐI ĐIỆN NĂNG/ PHÁT ĐIỆN"
PHC,CÔNG TY CỔ PHẦN XÂY DỰNG PHỤC HƯNG HOLDINGS,HSX,HOSE,NGÀNH: XÂY DỰNG VÀ BẤT ĐỘNG SẢN/ XÂY DỰNG CÔNG NGHIỆP NẶNG VÀ DÂN DỤNG/ XÂY DỰNG CÔNG NGHIỆP NẶNG VÀ DÂN DỤNG KHÁC
PHH,CÔNG TY CỔ PHẦN HỒNG HÀ VIỆT NAM,UPCOM,UPCOM,"NGÀNH: XÂY DỰNG VÀ BẤT ĐỘNG SẢN/ XÂY DỰNG NHÀ CỬA, CAO ỐC/ XÂY DỰNG CÔNG TRÌNH KHÁC"
PHN,CÔNG TY CỔ PHẦN PIN HÀ NỘI,HNX,HNX,"NGÀNH: SẢN XUẤT/ SẢN XUẤT TRANG THIẾT BỊ, DỤNG CỤ ĐIỆN/ SẢN XUẤT CÁC THIẾT BỊ ĐIỆN VÀ DỤNG CỤ KHÁC"
PHP,CÔNG TY CỔ PHẦN CẢNG HẢI PHÒNG,HNX,HNX,NGÀNH: VẬN TẢI VÀ KHO BÃI/ HỖ TRỢ VẬN TẢI/ HOẠT ĐỘNG HỖ TRỢ VẬN TẢI ĐƯỜNG THỦY
PHR,CÔNG TY CỔ PHẦN CAO SU PHƯỚC HOÀ,HSX,HOSE,"NGÀNH: SẢN XUẤT/ SẢN XUẤT HÓA CHẤT, DƯỢC PHẨM/ SẢN XUẤT NHỰA, CAO SU TỔNG HỢP, SỢI TỔNG HỢP NHÂN TẠO"
PHT,CÔNG TY CỔ PHẦN SẢN XUẤT VÀ THƯƠNG MẠI PHÚC TIẾN,HSX,OTC,NGÀNH: SẢN XUẤT/ SẢN XUẤT SẢN PHẨM KIM LOẠI TỔNG HỢP/ SẢN XUẤT KIẾN TRÚC VÀ KẾT CẤU KIM LOẠI
PIA,CÔNG TY CỔ PHẦN TIN HỌC VIỄN THÔNG PETROLIMEX,HNX,HNX,NGÀNH: CÔNG NGHỆ VÀ THÔNG TIN/ CÁC DỊCH VỤ THÔNG TIN KHÁC/ CÁC DỊCH VỤ THÔNG TIN KHÁC
PIC,CÔNG TY CỔ PHẦN ĐẦU TƯ ĐIỆN LỰC 3,HNX,HNX,"NGÀNH: TIỆN ÍCH/ PHÁT, TRUYỀN TẢI VÀ PHÂN PHỐI ĐIỆN NĂNG/ PHÁT ĐIỆN"
PID,CÔNG TY CỔ PHẦN TRANG TRÍ NỘI THẤT DẦU KHÍ,UPCOM,UPCOM,"NGÀNH: DỊCH VỤ CHUYÊN MÔN, KHOA HỌC VÀ CÔNG NGHỆ/ DỊCH VỤ THIẾT KẾ CHUYÊN BIỆT/ DỊCH VỤ THIẾT KẾ NỘI THẤT"
PIS,TỔNG CÔNG TY PISICO BÌNH ĐỊNH - CÔNG TY CỔ PHẦN,UPCOM,UPCOM,"NGÀNH: SẢN XUẤT/ SẢN XUẤT CÁC SẢN PHẨM GỖ/ SẢN XUẤT GỖ ỐP, VÁN ÉP VÀ CÁC SẢN PHẨM GỖ LẮP GHÉP"
PIT,CÔNG TY CỔ PHẦN XUẤT NHẬP KHẨU PETROLIMEX,HSX,HOSE,NGÀNH: BÁN BUÔN/ BÁN BUÔN HÀNG TIÊU DÙNG/ BÁN BUÔN DẦU VÀ CÁC SẢN PHẨM DẦU KHÍ
PIV,CÔNG TY CỔ PHẦN PIV,UPCOM,UPCOM,"NGÀNH: BÁN LẺ/ KINH DOANH VẬT LIỆU XÂY DỰNG, TRANG THIẾT BỊ LÀM VƯỜN/ KINH DOANH VẬT LIỆU XÂY DỰNG VÀ VẬT TƯ LIÊN QUAN"
PJC,CÔNG TY CỔ PHẦN THƯƠNG MẠI VÀ VẬN TẢI PETROLIMEX HÀ NỘI,HNX,HNX,NGÀNH: VẬN TẢI VÀ KHO BÃI/ VẬN TẢI ĐƯỜNG BỘ/ VẬN TẢI ĐƯỜNG BỘ CHUYÊN BIỆT
PJS,CÔNG TY CỔ PHẦN CẤP NƯỚC PHÚ HOÀ TÂN,UPCOM,UPCOM,"NGÀNH: TIỆN ÍCH/ NƯỚC, CHẤT THẢI VÀ CÁC HỆ THỐNG KHÁC/ HỆ THỐNG THỦY LỢI VÀ CUNG CẤP NƯỚC"
PJT,CÔNG TY CỔ PHẦN VẬN TẢI XĂNG DẦU ĐƯỜNG THUỶ PETROLIMEX,HSX,HOSE,"NGÀNH: VẬN TẢI VÀ KHO BÃI/ VẬN TẢI ĐƯỜNG THỦY/ VẬN TẢI ĐƯỜNG BIỂN, VEN BIỂN, HỒ LỚN"
PKR,CÔNG TY CỔ PHẦN ĐƯỜNG SẮT PHÚ KHÁNH,UPCOM,OTC,NGÀNH: VẬN TẢI VÀ KHO BÃI/ HỖ TRỢ VẬN TẢI/ HOẠT ĐỘNG HỖ TRỢ VẬN TẢI ĐƯỜNG SẮT
PLA,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ DỊCH VỤ HẠ TẦNG XĂNG DẦU,UPCOM,UPCOM,NGÀNH: XÂY DỰNG VÀ BẤT ĐỘNG SẢN/ BẤT ĐỘNG SẢN / CHO THUÊ BẤT ĐỘNG SẢN
PLC,TỔNG CÔNG TY HÓA DẦU PETROLIMEX - CTCP,HNX,HNX,"NGÀNH: SẢN XUẤT/ SẢN XUẤT XĂNG DẦU VÀ THAN ĐÁ/ SẢN XUẤT NHỰA ĐƯỜNG, VẬT LIỆU LỢP MÁI VÀ CHẤT BÃO HÒA"
PLE,CÔNG TY CỔ PHẦN TƯ VẤN XÂY DỰNG PETROLIMEX,UPCOM,UPCOM,"NGÀNH: DỊCH VỤ CHUYÊN MÔN, KHOA HỌC VÀ CÔNG NGHỆ/ KIẾN TRÚC, TƯ VẤN XÂY DỰNG VÀ DỊCH VỤ LIÊN QUAN/ DỊCH VỤ TƯ VẤN XÂY DỰNG"
PLO,CÔNG TY CỔ PHẦN KHO VẬN PETEC,UPCOM,UPCOM,NGÀNH: BÁN BUÔN/ BÁN BUÔN HÀNG TIÊU DÙNG/ BÁN BUÔN DẦU VÀ CÁC SẢN PHẨM DẦU KHÍ
PLP,CÔNG TY CỔ PHẦN SẢN XUẤT VÀ CÔNG NGHỆ NHỰA PHA LÊ,HSX,HOSE,"NGÀNH: SẢN XUẤT/ SẢN XUẤT HÓA CHẤT, DƯỢC PHẨM/ SẢN XUẤT NHỰA, CAO SU TỔNG HỢP, SỢI TỔNG HỢP NHÂN TẠO"
PLX,TẬP ĐOÀN XĂNG DẦU VIỆT NAM,HSX,HOSE,NGÀNH: BÁN BUÔN/ BÁN BUÔN HÀNG TIÊU DÙNG/ BÁN BUÔN DẦU VÀ CÁC SẢN PHẨM DẦU KHÍ
PMB,CÔNG TY CỔ PHẦN PHÂN BÓN VÀ HÓA CHẤT DẦU KHÍ MIỀN BẮC,HNX,HNX,"NGÀNH: SẢN XUẤT/ SẢN XUẤT HÓA CHẤT, DƯỢC PHẨM/ SẢN XUẤT THUỐC TRỪ SÂU, PHÂN BÓN VÀ CÁC LOẠI HÓA CHẤT NÔNG NGHIỆP "
PMC,CÔNG TY CỔ PHẦN DƯỢC PHẨM DƯỢC LIỆU PHARMEDIC,HNX,HNX,"NGÀNH: SẢN XUẤT/ SẢN XUẤT HÓA CHẤT, DƯỢC PHẨM/ SẢN XUẤT THUỐC VÀ DƯỢC PHẨM"
PME,CÔNG TY CỔ PHẦN PYMEPHARCO,HSX,OTC,"NGÀNH: SẢN XUẤT/ SẢN XUẤT HÓA CHẤT, DƯỢC PHẨM/ SẢN XUẤT THUỐC VÀ DƯỢC PHẨM"
PMG,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ SẢN XUẤT PETRO MIỀN TRUNG,HSX,HOSE,NGÀNH: BÁN BUÔN/ BÁN BUÔN HÀNG TIÊU DÙNG/ BÁN BUÔN DẦU VÀ CÁC SẢN PHẨM DẦU KHÍ
PMJ,CÔNG TY CỔ PHẦN VẬT TƯ BƯU ĐIỆN,UPCOM,UPCOM,NGÀNH: BÁN BUÔN/ BÁN BUÔN HÀNG TIÊU DÙNG/ BÁN BUÔN CÁC MẶT HÀNG TIÊU DÙNG KHÁC
PMM,CTCP HÀNG HẢI PHÚ MỸ,,OTC,NGÀNH: VẬN TẢI VÀ KHO BÃI/ HỖ TRỢ VẬN TẢI/ HỖ TRỢ VẬN TẢI
PMP,CÔNG TY CỔ PHẦN BAO BÌ ĐẠM PHÚ MỸ,HNX,HNX,NGÀNH: SẢN XUẤT/ SẢN XUẤT CÁC SẢN PHẨM NHỰA VÀ CAO SU/ SẢN XUẤT CÁC SẢN PHẨM NHỰA
PMS,CÔNG TY CỔ PHẦN CƠ KHÍ XĂNG DẦU,HNX,HNX,"NGÀNH: SẢN XUẤT/ SẢN XUẤT SẢN PHẨM KIM LOẠI TỔNG HỢP/ SẢN XUẤT LÒ HƠI, THÙNG CHỨA VÀ CONTAINER VẬN CHUYỂN"
PMT,CÔNG TY CỔ PHẦN VIỄN THÔNG TELVINA VIỆT NAM,UPCOM,UPCOM,NGÀNH: CÔNG NGHỆ VÀ THÔNG TIN/ VIỄN THÔNG/ CÁC LOẠI HÌNH VIỄN THÔNG KHÁC
PMW,CÔNG TY CỔ PHẦN CẤP NƯỚC PHÚ MỸ,UPCOM,UPCOM,"NGÀNH: TIỆN ÍCH/ NƯỚC, CHẤT THẢI VÀ CÁC HỆ THỐNG KHÁC/ HỆ THỐNG THỦY LỢI VÀ CUNG CẤP NƯỚC"
PNC,CÔNG TY CỔ PHẦN VĂN HOÁ PHƯƠNG NAM,HSX,HOSE,"NGÀNH: BÁN LẺ/ BÁN LẺ HÀNG HÓA KHÁC/ CỬA HÀNG DỤNG CỤ, VĂN PHÒNG PHẨM VÀ QUÀ TẶNG"
PND,CÔNG TY CỔ PHẦN XĂNG DẦU DẦU KHÍ NAM ĐỊNH,UPCOM,UPCOM,NGÀNH: BÁN BUÔN/ BÁN BUÔN HÀNG TIÊU DÙNG/ BÁN BUÔN DẦU VÀ CÁC SẢN PHẨM DẦU KHÍ
PNG,CÔNG TY CỔ PHẦN THƯƠNG MẠI PHÚ NHUẬN,UPCOM,UPCOM,NGÀNH: BÁN LẺ/ CỬA HÀNG ĐỒ NỘI THẤT VÀ ĐỒ DÙNG GIA ĐÌNH/ CỬA HÀNG ĐỒ NỘI THẤT
PNJ,CÔNG TY CP VÀNG BẠC ĐÁ QUÝ PHÚ NHUẬN,HSX,HOSE,NGÀNH: SẢN XUẤT/ SẢN XUẤT SẢN PHẨM KIM LOẠI TỔNG HỢP/ SẢN XUẤT SẢN PHẨM KIM LOẠI TỔNG HỢP KHÁC
PNP,CÔNG TY CỔ PHẦN TÂN CẢNG – PHÚ HỮU,UPCOM,UPCOM,NGÀNH: VẬN TẢI VÀ KHO BÃI/ HỖ TRỢ VẬN TẢI/ HOẠT ĐỘNG HỖ TRỢ VẬN TẢI ĐƯỜNG THỦY
PNT,CTCP KỸ THUẬT XÂY DỰNG PHÚ NHUẬN,UPCOM,UPCOM,NGÀNH: XÂY DỰNG VÀ BẤT ĐỘNG SẢN/ PHÁT TRIỂN BẤT ĐỘNG SẢN/ PHÁT TRIỂN BẤT ĐỘNG SẢN
POB,CÔNG TY CỔ PHẦN XĂNG DẦU DẦU KHÍ THÁI BÌNH,UPCOM,UPCOM,NGÀNH: BÁN BUÔN/ BÁN BUÔN HÀNG TIÊU DÙNG/ BÁN BUÔN DẦU VÀ CÁC SẢN PHẨM DẦU KHÍ
POM,CÔNG TY CỔ PHẦN THÉP POMINA,HSX,HOSE,NGÀNH: SẢN XUẤT/ SẢN XUẤT CÁC SẢN PHẨM KIM LOẠI CƠ BẢN/ SẢN XUẤT SẢN PHẨM THÉP TỪ NGUYÊN LIỆU THU MUA
POS,"CÔNG TY CỔ PHẦN DỊCH VỤ LẮP ĐẶT, VẬN HÀNH VÀ BẢO DƯỠNG CÔNG TRÌNH DẦU KHÍ BIỂN PTSC",UPCOM,UPCOM,NGÀNH: KHAI KHOÁNG/ CÁC HOẠT ĐỘNG HỖ TRỢ KHAI KHOÁNG/ CÁC HOẠT ĐỘNG HỖ TRỢ CHO KHAI THÁC DẦU VÀ KHÍ ĐỐT
POT,CÔNG TY CỔ PHẦN THIẾT BỊ BƯU ĐIỆN,HNX,HNX,"NGÀNH: SẢN XUẤT/ SẢN XUẤT CÁC SẢN PHẨM ĐIỆN TỬ, VI TÍNH/ SẢN XUẤT THIẾT BỊ TRUYỀN THÔNG"
POV,CÔNG TY CỔ PHẦN XĂNG DẦU DẦU KHÍ VŨNG ÁNG,UPCOM,UPCOM,NGÀNH: BÁN BUÔN/ BÁN BUÔN HÀNG TIÊU DÙNG/ BÁN BUÔN DẦU VÀ CÁC SẢN PHẨM DẦU KHÍ
POW,TỔNG CÔNG TY ĐIỆN LỰC DẦU KHÍ VIỆT NAM – CÔNG TY CỔ PHẦN,HSX,HOSE,"NGÀNH: TIỆN ÍCH/ PHÁT, TRUYỀN TẢI VÀ PHÂN PHỐI ĐIỆN NĂNG/ PHÁT ĐIỆN"
